question,answer,category,time,difficulty
"**Candy! (Test Statistic, P-value, Conclusion):** Refer to question 66. The sample mean weight was 19.28 ounces, and the sample standard deviation was 0.81 ounces. a. Calculate the test statistic. b. Find and interpret the P-value. c. What conclusion?","a. Test statistic: t = (19.28 - 19.2) / (0.81 / sqrt(75)) ≈ 0.86. b. df = 74. P-value = 2*P(T > 0.86) ≈ 2*0.1962 = .3924.  If the true mean amount of candy per bag were 19.2 ounces, there's a 0.3924 probability of getting a sample mean as far from 19.2 (in either direction) as 19.28 ounces, purely by chance. c. Since the P-value (0.3968) is greater than α (0.10), we fail to reject the null hypothesis. We do *not* have convincing evidence that the machine is underfilling or overfilling the bags, on average.","Statistics (Hypothesis Tests)",720,"Medium"
"**Construction Zones (One-Sample t-test):** A police officer measures the speed of 10 randomly selected drivers in a 25 mph construction zone: 27, 33, 32, 21, 30, 30, 29, 25, 27, 34. a. Is there convincing evidence at α = 0.01 that the average speed is greater than 25 mph? b. Given your conclusion, which type of error (Type I or Type II) could you have made? Explain.","a. First, calculate x̄ = 28.8 and s = 4.08. H0: μ = 25, Ha: μ > 25, where μ is the true mean speed of drivers in this zone.  t = (28.8 - 25) / (4.08 / sqrt(10)) ≈ 2.95. df = 9. P-value = P(T > 2.95) ≈ 0.008 (using t-table).  Since the P-value (0.008) is less than α (0.01), we reject H0. We *have* convincing evidence that the average speed is greater than 25 mph. b. We could have made a Type I error: concluding that the average speed is greater than 25 mph, when in reality it is not.","Statistics (Hypothesis Tests)",900,"Medium"
"**Ending Insomnia (One-Sample t-test):** A study investigates a drug to increase sleep time in insomnia patients.  10 randomly selected patients have the following additional sleep hours: 1.9, 0.8, 1.1, 0.1, -0.1, 4.4, 5.5, 1.6, 4.6, 3.4. a. Is there convincing evidence at α = 0.01 that the average sleep increase is positive? b. Given your conclusion, which type of error could you have made? Explain.","a. First, calculate x̄ = 2.33 and s = 2.002. H0: μ = 0, Ha: μ > 0, where μ is the true mean increase in sleep time. t = (2.33 - 0) / (2.002 / sqrt(10)) ≈ 3.68. df = 9. P-value = P(T > 3.68) ≈ 0.002 (using t-table). Since the P-value (0.002) is less than α (0.01), we reject H0. We *have* convincing evidence that the drug increases sleep time, on average. b. We could have made a Type I error: concluding that the drug increases sleep time, when in reality it does not (or even decreases it).","Statistics (Hypothesis Tests)",900,"Medium"
"**Reading Level (One-Sample t-test):** A publisher claims a novel is written at a 5th-grade reading level. A librarian suspects it's *lower*. She randomly samples 40 pages and assesses their reading level. The sample mean is 4.8 with a standard deviation of 0.8.  Is there convincing evidence at α = 0.05 that the average reading level is less than 5?","H0: μ = 5, Ha: μ < 5, where μ is the true mean reading level of the entire novel. t = (4.8 - 5) / (0.8 / sqrt(40)) ≈ -1.58. df = 39. P-value = P(T < -1.58) ≈ 0.0606 (using t-table, df=30). Since the P-value (0.0606) is greater than α (0.05), we fail to reject the null hypothesis. We do *not* have convincing evidence that the average reading level is less than 5.","Statistics (Hypothesis Tests)",720,"Medium"
"**How Much Juice? (One-Sample t-test):** Grapefruit juice bottles are filled by a machine set to 180 ml. Customers complain about underfilling.  A quality-control inspector samples 40 bottles: mean = 179.6 ml, SD = 1.3 ml.  Is there convincing evidence at α = 0.05 that the machine is underfilling?","H0: μ = 180, Ha: μ < 180, where μ is the true mean amount of liquid dispensed. t = (179.6 - 180) / (1.3 / sqrt(40)) ≈ -1.95. df = 39. P-value = P(T < -1.95) ≈ 0.029 (using t-table, df=30). Since the P-value (0.029) is less than α (0.05), we reject the null hypothesis. We *have* convincing evidence that the machine is underfilling the bottles, on average.","Statistics (Hypothesis Tests)",720,"Medium"
"**Pressing Pills (Two-Sided t-test):** A drug manufacturer wants tablet hardness to be μ = 11.5.  A random sample of 20 tablets has the following hardness values: 11.627, 11.613, 11.493, 11.602, 11.360, 11.374, 11.592, 11.458, 11.552, 11.463, 11.383, 11.715, 11.485, 11.509, 11.429, 11.477, 11.570, 11.623, 11.472, 11.531.  Is there convincing evidence at α = 0.05 that the mean hardness *differs* from the target?","First, calculate x̄ = 11.52 and s = 0.0977. H0: μ = 11.5, Ha: μ ≠ 11.5. t = (11.52 - 11.5) / (0.0977 / sqrt(20)) ≈ 0.91. df = 19. P-value = 2 * P(T > 0.91) ≈ 2 * 0.187 = 0.374 (using t-table). Since the P-value (0.374) is greater than α (0.05), we fail to reject H0. We *do not* have convincing evidence that the mean hardness differs from 11.5.","Statistics (Hypothesis Tests)",900,"Medium"
"**Jump Around (Two-Sided t-test):** Researchers want to know if the average vertical jump of students at a school differs from 15 inches. They measure a random sample of 20 students: 11.0, 11.5, 12.5, 26.5, 15.0, 12.5, 22.0, 15.0, 13.5, 12.0, 23.0, 19.0, 15.5, 21.0, 12.5, 23.0, 20.0, 8.5, 25.5, 20.5. Is there convincing evidence at α = 0.10 that the mean jump differs from 15 inches?","First calculate, x̄=17.5 and s=5.065. H0: μ = 15, Ha: μ ≠ 15. t = (17.5 - 15) / (5.065 / sqrt(20)) ≈ 2.21. df = 19. P-value = 2 * P(T>2.21) =  2*.0198 ≈ 0.0396 (using a t-table). Since the P-value (0.0396) is less than α (0.10), we reject H0. We *have* convincing evidence that the mean vertical jump differs from 15 inches.","Statistics (Hypothesis Tests)",900,"Medium"
"**Pressing Pills (Confidence Interval):** Refer to question 77. a. Construct and interpret a 95% confidence interval for the true mean hardness. Assume conditions are met. b. Explain why the interval is consistent with the test result in question 77.","a. We already have x̄ = 11.52 and s = 0.0977, and n = 20. df = 19. t* for 95% is 2.093. Margin of error = 2.093 * (0.0977 / sqrt(20)) ≈ 0.046. The 95% CI is (11.474, 11.566). We are 95% confident that this interval captures the true mean hardness of tablets in this batch. b. The 95% confidence interval *does* include the hypothesized value of 11.5. This is consistent with the result of the hypothesis test in question 77, where we *failed to reject* the null hypothesis that the mean hardness is 11.5.","Statistics (t-intervals, Hypothesis Tests)",720,"Medium"
"**Jump Around (Confidence Interval):** Refer to question 78. a. Construct and interpret a 90% confidence interval for the true mean vertical jump. Assume conditions are met. b. Explain why the interval is consistent with the test result.","a. We already have x̄ = 17.5 and s = 5.065, and n = 20. df = 19. t* for 90% is 1.729. Margin of error = 1.729 * (5.065 / sqrt(20)) ≈ 1.96. The 90% CI is (15.54, 19.46). We are 90% confident that this interval captures the true mean vertical jump of students at this school. b. The 90% confidence interval *does not include* the hypothesized value of 15 inches. This is consistent with the result of the hypothesis test, where we *rejected* the null hypothesis that the mean jump is 15 inches.","Statistics (t-intervals, Hypothesis Tests)",720,"Medium"
"**Fast Connection? (Hypotheses, Conditions, Conclusion):**  A website claims the average Internet response time is 200 milliseconds. Researchers collect data on response times for a random sample of 14 servers in Europe. A graph reveals no strong skewness or outliers. a. State hypotheses, defining the parameter. b. Check conditions. c. The 95% CI is (158.22, 189.64). Conclusion at α = 0.05? d. Do we have convincing evidence the mean response time in the *U.S.* differs from 200 ms?","a. H0: μ = 200, Ha: μ ≠ 200, where μ is the true mean response time (in milliseconds) for *all* servers in Europe. b. Random: Stated as a random sample. 10%: 14 servers is certainly less than 10% of all servers in Europe. Normal/Large Sample: n = 14 (less than 30), but the data show no strong skewness or outliers, so it's reasonable to proceed with t-procedures. c. Since the 95% confidence interval *does not include* 200, we would reject the null hypothesis at α = 0.05. We have convincing evidence that the mean response time for servers in Europe differs from 200 ms. d. No. This study only examined servers in *Europe*. We cannot generalize these results to servers in the United States.","Statistics (t-intervals, Hypothesis Tests)",900,"Medium"
"**Water! (Hypotheses, Conditions, Conclusion):** A blogger claims U.S. adults drink an average of five 8-ounce glasses (40 ounces) of water daily. Researchers sample 24 U.S. adults; a graph of the data is roughly symmetric with no outliers. a. State hypotheses. b. Check conditions. c. The 90% CI is (30.35, 36.92). Conclusion at α = 0.10? d. Do we have evidence that *children's* water intake differs from 40 ounces?","a. H0: μ = 40, Ha: μ ≠ 40, where μ is the true mean daily water intake (in ounces) for *all* U.S. adults. b. Random: Stated as a random sample. 10%: 24 adults is certainly less than 10% of all U.S. adults. Normal/Large Sample: n = 24 (less than 30), but the data are roughly symmetric with no outliers, so it's reasonable to proceed. c. Since the 90% confidence interval *does not include* 40, we would reject the null hypothesis at α = 0.10. We have convincing evidence that the mean daily water intake for U.S. adults differs from 40 ounces. d. No. This study only examined *adults*. We cannot generalize these results to children.","Statistics (t-intervals, Hypothesis Tests)",900,"Medium"
"**Tests and Confidence Intervals (Relationship):** The P-value for a two-sided test of H0: μ = 10 is 0.06. a. Does the 95% confidence interval for μ include 10? Why? b. Does the 90% confidence interval for μ include 10? Why?","a. Yes, the 95% confidence interval *would* include 10. A two-sided test at α = 0.05 is equivalent to a 95% confidence interval. Since the P-value (0.06) is *greater* than 0.05, we would *fail to reject* H0, meaning 10 is a plausible value and would be in the interval. b. Yes, the 90% confidence interval *would* include 10. A 90% CI is narrower than a 95% CI. Since the 95% CI includes 10, the 90% CI must also include 10. Also, the P-Value is greater than 0.1, thus the conclusion should be to not reject at alpha = 0.1.","Statistics (t-intervals, Hypothesis Tests)",600,"Medium"
"**Tests and Confidence Intervals (Relationship) - II:** The P-value for a two-sided test of H0: μ = 15 is 0.03. a. Does the 99% confidence interval for μ include 15? Why? b. Does the 95% confidence interval for μ include 15? Why?","a. No, the 99% confidence interval would *not* include 15. A two-sided test at α = 0.01 is equivalent to a 99% confidence interval. Since the P-value (0.03) is *greater* than 0.01, we would *fail to reject* H0 at that level meaning we would expect the CI to contain the hypothesized value.. b. No, the 95% confidence interval would *not* include 15. A two-sided test at α = 0.05 is equivalent to a 95% confidence interval. Since the P-value (0.03) is *less than* 0.05, we would *reject* H0, meaning 15 is *not* a plausible value and would *not* be in the interval.","Statistics (t-intervals, Hypothesis Tests)",600,"Medium"
"**Potato Chips (Power):** A company wants to know if > 8% of potatoes in a shipment have blemishes. They test H0: p = 0.08 vs. Ha: p > 0.08. The power of the test to detect p = 0.11, with a sample of 500 potatoes and α = 0.05, is 0.764. Interpret this value.","The power of 0.764 means that if the true proportion of potatoes with blemishes is 0.11, there is a 0.764 probability that this test (with n=500 and α=0.05) will *correctly reject* the null hypothesis (H0: p = 0.08) and find convincing evidence that the proportion is greater than 0.08.","Statistics (Power)",480,"Medium"
"**Upscale Restaurant (Power):** You want to open a restaurant; the mean income near the location must be > $85,000. You sample 50 people and test H0: μ = $85,000 vs. Ha: μ > $85,000 at α = 0.05. The power to detect μ = $86,000 is 0.64. Interpret this value.","The power of 0.64 means that if the true mean income of people living near the restaurant is $86,000, there is a 0.64 probability that this test (with n=50 and α=0.05) will *correctly reject* the null hypothesis (H0: μ = $85,000) and find convincing evidence that the mean income is greater than $85,000.","Statistics (Power)",480,"Medium"
"**Potato Power (Changes):** Refer to question 85 (potato blemishes). How would each change affect the power? a. Change to α = 0.10. b. Sample 250 potatoes instead of 500. c. Test for p = 0.10 instead of p = 0.11.","a. *Increasing* α to 0.10 would *increase* the power. A larger α makes it easier to reject H0. b. *Decreasing* the sample size to 250 would *decrease* the power. Smaller samples provide less information. c. Testing for p = 0.10 (a value *closer* to the null hypothesis value of 0.08) would *decrease* the power. It's harder to detect a smaller difference.","Statistics (Power)",600,"Medium"
"**Restaurant Power (Changes):** Refer to question 86 (restaurant income). How would each change affect the power? a. Sample 30 people instead of 50. b. Test for μ = $85,500 instead of μ = $86,000. c. Change to α = 0.10.","a. *Decreasing* the sample size to 30 would *decrease* the power. b. Testing for μ = $85,500 (a value *closer* to the null hypothesis value of $85,000) would *decrease* the power. c. *Increasing* α to 0.10 would *increase* the power.","Statistics (Power)",600,"Medium"
"**Potato Power Problems:** Refer to questions 85 and 87. a. Explain a disadvantage of using α = 0.10 instead of 0.05. b. Explain a disadvantage of sampling 500 potatoes instead of 250.","a. Using α = 0.10 *increases* the probability of a Type I error (rejecting H0 when it's true).  We'd be more likely to incorrectly conclude that > 8% of potatoes have blemishes. b. Sampling 500 potatoes instead of 250 is more *costly and time-consuming*.","Statistics (Power, Type I and Type II Errors)",480,"Medium"
"**Restaurant Power Problems:** Refer to questions 86 and 88. a. Explain a disadvantage of using α = 0.10 instead of 0.05. b. Explain a disadvantage of sampling 50 people instead of 30.","a. Using α = 0.10 *increases* the probability of a Type I error (rejecting H0 when it's true). We'd be more likely to incorrectly conclude that the mean income is high enough to support the restaurant. b. There is no disadvantage in terms of conclusions, in fact you increase your chances. The issue is that 50 people is more time consuming to sample.","Statistics (Power, Type I and Type II Errors)",480,"Medium"
"**Strong Chairs? (Power and Errors):** A company claims chair breaking strength is 300 pounds (mean). You suspect it's *less*. You test H0: μ = 300 vs. Ha: μ < 300. a. The power to detect μ = 294 with n = 30 and α = 0.05 is 0.71. Interpret this. b. Find the probability of Type I and Type II errors. c. Describe two ways to increase power.","a. If the true mean breaking strength is 294 pounds, there's a 0.71 probability that this test (n=30, α=0.05) will correctly reject H0 and find convincing evidence that the mean is less than 300 pounds. b. P(Type I error) = α = 0.05. P(Type II error) = 1 - power = 1 - 0.71 = 0.29. c. Increase the sample size (n). Increase α (but this also increases the risk of a Type I error).","Statistics (Power, Type I and Type II Errors)",720,"Hard"
"**Better Parking (Power and Errors):** A school changes parking; before, 37% approved. They test H0: p = 0.37 vs. Ha: p > 0.37. a. The power to detect p = 0.45 with n = 200 and α = 0.05 is 0.75. Interpret this. b. Find the probability of Type I and Type II errors. c. Describe two ways to increase power.","a. If the true proportion of students who approve of the new parking is 0.45, there's a 0.75 probability that this test (n=200, α=0.05) will correctly reject H0 and find convincing evidence that the proportion has increased. b. P(Type I error) = α = 0.05. P(Type II error) = 1 - power = 1 - 0.75 = 0.25. c. Increase the sample size (n). Increase α (but this also increases the risk of a Type I error).","Statistics (Power, Type I and Type II Errors)",720,"Hard"
"**Error Probabilities and Power:** A test at α = 0.01 has a probability of 0.14 of making a Type II error when a specific alternative is true. a. What is the power against this alternative? b. What's the probability of a Type I error?","a. Power = 1 - P(Type II error) = 1 - 0.14 = 0.86. b. P(Type I error) = α = 0.01.","Statistics (Power, Type I and Type II Errors)",300,"Easy"
"**Power and Error - II:** A test at α = 0.05 has a probability of 0.23 of making a Type II error when a specific alternative is true. a. What is the power? b. What's the probability of a Type I error?","a. Power = 1 - P(Type II error) = 1 - 0.23 = 0.77. b. P(Type I error) = α = 0.05.","Statistics (Power, Type I and Type II Errors)",300,"Easy"
"**Do You Have ESP? (Multiple Tests):** A researcher tests 500 subjects for ESP. Four subjects do significantly better (P < 0.01) than random guessing. a. Is it proper to conclude these four have ESP? b. What should the researcher do next?","a. No. With 500 tests and α = 0.01, we'd *expect* about 500 * 0.01 = 5 subjects to show significant results *purely by chance*, even if *no one* has ESP. b. The researcher should conduct *new*, independent tests on these four subjects, with a very small α, to see if their performance can be replicated.","Statistics (Hypothesis Tests, Multiple Comparisons)",480,"Medium"
"**Preventing Colds (Multiple Tests):** A study measures 50 cold-related variables. Those taking echinacea show significantly better results (at α = 0.05) for 3 of the 50 variables. Should we be convinced echinacea helps?","No. With 50 tests and α = 0.05, we'd expect about 50 * 0.05 = 2.5 variables to show significant differences *purely by chance*, even if echinacea has *no effect*.  Observing 3 significant results is not strong evidence.","Statistics (Hypothesis Tests, Multiple Comparisons)",480,"Medium"
"**Improving SAT Scores (Practical Significance):** A SAT-prep chain wants to know if a smartphone app *in addition to* its regular program increases scores more than the regular program alone (which averages a 128-point increase). They have 5000 students use both. They test H0: μ = 128 vs. Ha: μ > 128. The sample mean is 130, SD = 65, t = 2.18, P-value = 0.0148. Explain why this result is statistically significant but not practically important.","The result is statistically significant because the P-value (0.0148) is less than a typical α (e.g., 0.05). We reject H0 and conclude the app *does* lead to a higher mean score increase. However, the *difference* is very small: the sample mean increase was only 130 points, just 2 points higher than the regular program's 128-point average.  This small increase is likely *not practically important*; a 2-point difference on the SAT is unlikely to be meaningful for college admissions. The large sample size (5000) makes it easier to detect even very small differences.","Statistics (Hypothesis Tests, Practical vs. Statistical Significance)",600,"Medium"
"**Music and Mazes (Practical Significance):** A researcher wants to know if people complete a maze *faster* with classical music.  Previous research shows a mean completion time of 40 seconds (without music). They test H0: μ = 40 vs. Ha: μ < 40. With 10,000 people, the mean completion time with music is 39.92 seconds, and the P-value is 0.0002. Explain why this is statistically significant but not practically important.","The result is statistically significant because the P-value (0.0002) is very small (much less than any typical α). We reject H0 and conclude the music *does* lead to a faster mean completion time. However, the *difference* is tiny: the sample mean was 39.92 seconds, only 0.08 seconds faster than the 40-second average without music. This difference is almost certainly *not practically important*; a 0.08-second improvement is negligible. The enormous sample size (10,000) made it possible to detect this tiny, insignificant difference.","Statistics (Hypothesis Tests, Practical vs. Statistical Significance)",600,"Medium"
"**Sampling Shoppers (Inappropriate Test):** A consultant observes 50 consecutive shoppers at a supermarket, recording how much each spends. Explain why it would *not* be wise to use these data to perform a significance test about the mean amount spent by *all* shoppers at this supermarket.","This is *not* a random sample of *all* shoppers at the supermarket. It's a *convenience sample* of 50 consecutive shoppers.  Shoppers who shop at different times of day or on different days might have different spending habits.  The results would not generalize to all shoppers.  Significance tests require a random sample (or a randomized experiment).","Statistics (Sampling, Hypothesis Tests)",480,"Medium"
"**Ages of Presidents (Inappropriate Test):** Joe examines the ages of all U.S. presidents when they entered office and performs a significance test about the mean age. Explain why this makes no sense.","Joe has data on the *entire population* of U.S. presidents (at least, up to a certain point in time).  This is a *census*, not a sample.  Significance tests are used to *infer* something about a population based on a *sample*.  With a census, there's no need for inference; you already know the population parameter (the true mean age).","Statistics (Sampling, Hypothesis Tests)",480,"Medium"
"**Potato Chip Power Calculation: Setup** A company requires shipments of potatoes be less than 8% blemished. Test H0: p = 0.08 vs Ha: p > 0.08. Describe how to calculate Power if p=.11 using 500 potato sample. a. Assume H0 is true. Find shape, center, and variability of the sampling distribution for sample size 500.","Shape: Approximately normal because n*p0 and n(1-p0) are both greater than 10. Center: mean will be p0, so .08. Variability: Standard Deviation = sqrt((.08 * .92)/500) = .012","Statistics (Power)",600, "Hard"
"**Critical Value for t Distribution:** What critical value t* from a t-table would be used to construct a 95% confidence interval for the population mean, if our sample contains 15 individuals?", "First, we need the degrees of freedom, which is found by n-1. 15-1 = 14. Then, we look for a 95% confidence level, with 14 df, in a table, which gets us a critical value of 2.145","Statistics (t-intervals)", 300, "Medium"
"**Critical Value for t Distribution part 2:** What critical value t* from a t-table would be used to construct a 80% confidence interval for the population mean, if our sample contains 22 individuals?", "First, we need the degrees of freedom, which is found by n-1. 22-1 = 21. Then, we look for a 80% confidence level, with 21 df, in a table, which gets us a critical value of 1.323","Statistics (t-intervals)", 300, "Medium"
"**T-test vs Z-test:** Provide 2 reasons why you would use a t-test and not a z-test", "1. You do not know the population standard deviation. 2. Your sample is considered small (usually n<30)", "Statistics (Hypothesis Tests)", 300, "Medium"
"**Sample Standard Deviation:** You collect data on the price of 3-bedroom homes in your city over the past year. You find that the sample mean is 315,000. You want to use this data to create an interval to estimate the population mean. What must you calculate before you can create this interval?", "The sample standard deviation", "Statistics (Descriptive Statistics, t-intervals)", 300, "Easy"
"**Type 1 Error:** True/False. The probability of a Type 1 Error is equal to Alpha.", "True", "Statistics (Type I and Type II Errors)", 60, "Easy"
"**Type 2 Error:** True/False. The probability of a Type 2 Error is equal to Alpha.", "False. The probability of a type 2 error is equal to Beta.", "Statistics (Type I and Type II Errors)", 60, "Easy"
"**Power:** What is power, in statistical terms?", "The probability that a test correctly rejects a false null hypothesis.", "Statistics (Power)", 120, "Easy"
